ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
855-03-4719|4331016221675709413|Karla|Spencer|F|17121 Jeffrey Rest|Shawmut|MT|59078|46.3869|-109.5974|145|Sports therapist|1971-03-12|600402619077|adults_50up_female_rural.json|5c71cec7e40ac3aeee7f8b6da811fbe5|2024-10-29|00:01:31|1730156491|gas_transport|20.95|1|fraud_Rodriguez Group|46.826675|-109.219859
855-03-4719|4331016221675709413|Karla|Spencer|F|17121 Jeffrey Rest|Shawmut|MT|59078|46.3869|-109.5974|145|Sports therapist|1971-03-12|600402619077|adults_50up_female_rural.json|9de31166c1ef3f4ce08d8263700fb8c3|2024-10-29|00:39:07|1730158747|grocery_pos|315.63|1|fraud_DuBuque LLC|47.344472|-110.223274
855-03-4719|4331016221675709413|Karla|Spencer|F|17121 Jeffrey Rest|Shawmut|MT|59078|46.3869|-109.5974|145|Sports therapist|1971-03-12|600402619077|adults_50up_female_rural.json|106f20ff3b8bd458ab4d48366e3abe18|2024-10-29|02:33:31|1730165611|grocery_pos|337.04|1|fraud_Padberg-Welch|47.126707|-110.008556
855-03-4719|4331016221675709413|Karla|Spencer|F|17121 Jeffrey Rest|Shawmut|MT|59078|46.3869|-109.5974|145|Sports therapist|1971-03-12|600402619077|adults_50up_female_rural.json|372b1f5196bfc30b5e96688d382f2bfd|2024-10-29|23:49:28|1730242168|grocery_pos|289.65|1|fraud_McDermott-Weimann|46.907306|-109.836966
855-03-4719|4331016221675709413|Karla|Spencer|F|17121 Jeffrey Rest|Shawmut|MT|59078|46.3869|-109.5974|145|Sports therapist|1971-03-12|600402619077|adults_50up_female_rural.json|7163a8a6ad80d756ae78502987f865a2|2024-10-30|16:35:06|1730302506|shopping_net|723.08|1|fraud_Reichert, Shanahan and Hayes|45.966199|-109.712327
855-03-4719|4331016221675709413|Karla|Spencer|F|17121 Jeffrey Rest|Shawmut|MT|59078|46.3869|-109.5974|145|Sports therapist|1971-03-12|600402619077|adults_50up_female_rural.json|7f64e48dc0f9f928ba453bb2edcfd64c|2024-10-30|23:15:22|1730326522|misc_net|1062.27|1|fraud_Brown PLC|47.309386|-109.181395
855-03-4719|4331016221675709413|Karla|Spencer|F|17121 Jeffrey Rest|Shawmut|MT|59078|46.3869|-109.5974|145|Sports therapist|1971-03-12|600402619077|adults_50up_female_rural.json|eaf2a981f47081e63b37e64b4ac97546|2024-10-30|22:43:54|1730324634|shopping_net|987.67|1|fraud_Zboncak, Rowe and Murazik|46.260534|-110.515955
855-03-4719|4331016221675709413|Karla|Spencer|F|17121 Jeffrey Rest|Shawmut|MT|59078|46.3869|-109.5974|145|Sports therapist|1971-03-12|600402619077|adults_50up_female_rural.json|952ffde47e3f36bf2295862eef903808|2024-10-30|22:47:54|1730324874|shopping_pos|898.45|1|fraud_Metz-Boehm|46.969402|-109.250433
855-03-4719|4331016221675709413|Karla|Spencer|F|17121 Jeffrey Rest|Shawmut|MT|59078|46.3869|-109.5974|145|Sports therapist|1971-03-12|600402619077|adults_50up_female_rural.json|d74d8a6593a10d27b9da1c1367858d37|2024-10-30|22:46:26|1730324786|shopping_pos|734.79|1|fraud_Barrows PLC|45.555621|-109.926001
855-03-4719|4331016221675709413|Karla|Spencer|F|17121 Jeffrey Rest|Shawmut|MT|59078|46.3869|-109.5974|145|Sports therapist|1971-03-12|600402619077|adults_50up_female_rural.json|1758c76dac66c68a6e1ff8bae52977a6|2024-05-18|11:59:34|1716026374|misc_net|47.73|0|fraud_Kuhn LLC|46.791207|-109.115286
