ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
774-95-4549|4403634455912544|April|Campbell|F|1276 Gates Port Suite 403|Magnolia|TX|77355|30.1598|-95.7402|54225|Dancer|2007-01-27|388706299961|young_adults_female_urban.json|ad8f92d7f8bacc4d1b22135b48756e80|2024-11-13|02:36:31|1731461791|grocery_pos|7.41|1|fraud_Koepp-Parker|31.041591|-96.418120
774-95-4549|4403634455912544|April|Campbell|F|1276 Gates Port Suite 403|Magnolia|TX|77355|30.1598|-95.7402|54225|Dancer|2007-01-27|388706299961|young_adults_female_urban.json|5d05466220e00f63b59ca9a1efd3bcc9|2024-11-13|02:46:51|1731462411|grocery_pos|310.89|1|fraud_Bogisich Inc|30.034353|-94.824399
774-95-4549|4403634455912544|April|Campbell|F|1276 Gates Port Suite 403|Magnolia|TX|77355|30.1598|-95.7402|54225|Dancer|2007-01-27|388706299961|young_adults_female_urban.json|e5e34f979a2ac9fc9e0630b71b94c5cd|2024-11-13|02:47:15|1731462435|gas_transport|279.79|1|fraud_Greenholt, Jacobi and Gleason|31.022298|-96.339843
774-95-4549|4403634455912544|April|Campbell|F|1276 Gates Port Suite 403|Magnolia|TX|77355|30.1598|-95.7402|54225|Dancer|2007-01-27|388706299961|young_adults_female_urban.json|0d279e41333f814b0a818f52d7b2179c|2024-11-14|22:55:43|1731621343|travel|920.24|1|fraud_Douglas, DuBuque and McKenzie|29.588102|-94.772937
774-95-4549|4403634455912544|April|Campbell|F|1276 Gates Port Suite 403|Magnolia|TX|77355|30.1598|-95.7402|54225|Dancer|2007-01-27|388706299961|young_adults_female_urban.json|ac7aab86775f03ea46a8bb968c4d5430|2024-11-14|20:37:44|1731613064|personal_care|931.91|1|fraud_Langworth LLC|29.379976|-95.377289
774-95-4549|4403634455912544|April|Campbell|F|1276 Gates Port Suite 403|Magnolia|TX|77355|30.1598|-95.7402|54225|Dancer|2007-01-27|388706299961|young_adults_female_urban.json|57f9371931453c94715bec6de2b4862c|2024-11-14|22:39:33|1731620373|shopping_net|1066.82|1|fraud_Kuhic, Bins and Pfeffer|29.593250|-96.468428
774-95-4549|4403634455912544|April|Campbell|F|1276 Gates Port Suite 403|Magnolia|TX|77355|30.1598|-95.7402|54225|Dancer|2007-01-27|388706299961|young_adults_female_urban.json|6c0d8b1b12c6c2dbfb972fbd47b3b787|2024-11-14|13:59:55|1731589195|personal_care|865.51|1|fraud_Emmerich-Rau|29.622748|-96.428008
774-95-4549|4403634455912544|April|Campbell|F|1276 Gates Port Suite 403|Magnolia|TX|77355|30.1598|-95.7402|54225|Dancer|2007-01-27|388706299961|young_adults_female_urban.json|b1ab4826fbf6cf4a265d471967fe5266|2024-11-14|23:03:23|1731621803|personal_care|844.94|1|fraud_Bins-Howell|30.717085|-95.994741
774-95-4549|4403634455912544|April|Campbell|F|1276 Gates Port Suite 403|Magnolia|TX|77355|30.1598|-95.7402|54225|Dancer|2007-01-27|388706299961|young_adults_female_urban.json|5cb39001a85a85714bffd839234cccc3|2024-11-14|23:38:29|1731623909|shopping_pos|852.61|1|fraud_Quitzon, Green and Bashirian|30.140378|-95.760558
774-95-4549|4403634455912544|April|Campbell|F|1276 Gates Port Suite 403|Magnolia|TX|77355|30.1598|-95.7402|54225|Dancer|2007-01-27|388706299961|young_adults_female_urban.json|0afd52cc5980d106fd0f0a8c67eb4b04|2024-11-14|23:19:01|1731622741|misc_net|17.43|1|fraud_Corwin-Gorczany|30.855932|-96.425455
