ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
173-34-0686|377560033880475|Ricky|Williamson|M|27914 Jennifer Fort|Yates Center|KS|66783|37.8801|-95.7289|2230|Engineer, broadcasting (operations)|1991-02-12|283261256410|adults_2550_male_rural.json|f860a36d797dcc8c67bd05fcddf01b62|2024-09-25|06:13:54|1727237634|grocery_pos|302.13|1|fraud_Casper, Hand and Zulauf|37.605590|-95.446868
173-34-0686|377560033880475|Ricky|Williamson|M|27914 Jennifer Fort|Yates Center|KS|66783|37.8801|-95.7289|2230|Engineer, broadcasting (operations)|1991-02-12|283261256410|adults_2550_male_rural.json|b325f49ae2d9610dca5ba5a3715e166d|2024-09-25|00:25:19|1727216719|grocery_pos|315.51|1|fraud_Bauch-Raynor|38.021898|-95.559707
173-34-0686|377560033880475|Ricky|Williamson|M|27914 Jennifer Fort|Yates Center|KS|66783|37.8801|-95.7289|2230|Engineer, broadcasting (operations)|1991-02-12|283261256410|adults_2550_male_rural.json|74682a01ab6ab899d5d03b02f499d24e|2024-09-26|15:03:20|1727355800|shopping_net|334.15|1|fraud_Labadie, Treutel and Bode|38.820166|-96.678046
173-34-0686|377560033880475|Ricky|Williamson|M|27914 Jennifer Fort|Yates Center|KS|66783|37.8801|-95.7289|2230|Engineer, broadcasting (operations)|1991-02-12|283261256410|adults_2550_male_rural.json|9fe2978125f1d6b94ce7e33eaea1400c|2024-09-26|13:10:48|1727349048|shopping_net|273.03|1|fraud_Langworth, Boehm and Gulgowski|37.010511|-96.243554
173-34-0686|377560033880475|Ricky|Williamson|M|27914 Jennifer Fort|Yates Center|KS|66783|37.8801|-95.7289|2230|Engineer, broadcasting (operations)|1991-02-12|283261256410|adults_2550_male_rural.json|d96453441ff2423ae0ae3c6301904bde|2024-09-25|22:56:14|1727297774|grocery_pos|1059.43|1|fraud_Goodwin-Nitzsche|37.732632|-95.446762
173-34-0686|377560033880475|Ricky|Williamson|M|27914 Jennifer Fort|Yates Center|KS|66783|37.8801|-95.7289|2230|Engineer, broadcasting (operations)|1991-02-12|283261256410|adults_2550_male_rural.json|cdc75a27f1a3342713b6c8e4a98bc5a8|2024-09-25|23:07:08|1727298428|grocery_pos|973.76|1|fraud_Kuhic Inc|38.669185|-95.314810
173-34-0686|377560033880475|Ricky|Williamson|M|27914 Jennifer Fort|Yates Center|KS|66783|37.8801|-95.7289|2230|Engineer, broadcasting (operations)|1991-02-12|283261256410|adults_2550_male_rural.json|03a2aae55366438b7c11fb16f2c6a265|2024-09-26|22:42:32|1727383352|shopping_net|975.59|1|fraud_Jast Ltd|37.019468|-96.645561
173-34-0686|377560033880475|Ricky|Williamson|M|27914 Jennifer Fort|Yates Center|KS|66783|37.8801|-95.7289|2230|Engineer, broadcasting (operations)|1991-02-12|283261256410|adults_2550_male_rural.json|e152497084231067b1b4a68bedad4809|2024-09-26|13:32:04|1727350324|shopping_pos|801.75|1|fraud_Roob, Conn and Tremblay|38.362258|-95.641151
173-34-0686|377560033880475|Ricky|Williamson|M|27914 Jennifer Fort|Yates Center|KS|66783|37.8801|-95.7289|2230|Engineer, broadcasting (operations)|1991-02-12|283261256410|adults_2550_male_rural.json|1122fea940192f9450700546a045deeb|2024-06-15|01:39:31|1718408371|shopping_net|75.24|0|fraud_Rempel Inc|38.365506|-96.315124
173-34-0686|377560033880475|Ricky|Williamson|M|27914 Jennifer Fort|Yates Center|KS|66783|37.8801|-95.7289|2230|Engineer, broadcasting (operations)|1991-02-12|283261256410|adults_2550_male_rural.json|d08219d72d2ae67e8528b9254f4ba775|2024-04-13|06:44:32|1712983472|misc_net|67.58|0|fraud_Dach-Nader|37.999228|-95.518420
173-34-0686|377560033880475|Ricky|Williamson|M|27914 Jennifer Fort|Yates Center|KS|66783|37.8801|-95.7289|2230|Engineer, broadcasting (operations)|1991-02-12|283261256410|adults_2550_male_rural.json|9216a2b7091aaa096a39e8a333d425da|2024-02-22|05:10:54|1708575054|grocery_pos|72.90|0|fraud_Auer-Mosciski|38.824838|-94.926209
173-34-0686|377560033880475|Ricky|Williamson|M|27914 Jennifer Fort|Yates Center|KS|66783|37.8801|-95.7289|2230|Engineer, broadcasting (operations)|1991-02-12|283261256410|adults_2550_male_rural.json|d62209fae611f3ff3c4d4dd3e8e722e4|2024-03-31|02:26:25|1711848385|grocery_pos|66.43|0|fraud_Moen, Reinger and Murphy|38.768544|-94.793730
173-34-0686|377560033880475|Ricky|Williamson|M|27914 Jennifer Fort|Yates Center|KS|66783|37.8801|-95.7289|2230|Engineer, broadcasting (operations)|1991-02-12|283261256410|adults_2550_male_rural.json|5b52f2388e9b9abeb8fd6a9d24cadde3|2024-04-03|05:35:00|1712115300|grocery_pos|76.56|0|fraud_Huel, Hammes and Witting|38.529305|-94.937787
173-34-0686|377560033880475|Ricky|Williamson|M|27914 Jennifer Fort|Yates Center|KS|66783|37.8801|-95.7289|2230|Engineer, broadcasting (operations)|1991-02-12|283261256410|adults_2550_male_rural.json|318daf4a2ef878dec5d5e7ad3a0d25b6|2024-01-02|11:50:27|1704192627|gas_transport|72.41|0|fraud_Greenholt, Jacobi and Gleason|38.463841|-95.890180
173-34-0686|377560033880475|Ricky|Williamson|M|27914 Jennifer Fort|Yates Center|KS|66783|37.8801|-95.7289|2230|Engineer, broadcasting (operations)|1991-02-12|283261256410|adults_2550_male_rural.json|892e7dcd63f6c72807b784de1e2e0b5c|2024-01-11|03:08:02|1704938882|gas_transport|76.52|0|fraud_Parisian and Sons|37.333721|-95.978400
173-34-0686|377560033880475|Ricky|Williamson|M|27914 Jennifer Fort|Yates Center|KS|66783|37.8801|-95.7289|2230|Engineer, broadcasting (operations)|1991-02-12|283261256410|adults_2550_male_rural.json|93372c10404ffc1cd9bd2d8578c56b4c|2024-05-10|06:13:38|1715314418|misc_pos|66.59|0|fraud_Lehner, Reichert and Mills|38.059182|-95.439621
173-34-0686|377560033880475|Ricky|Williamson|M|27914 Jennifer Fort|Yates Center|KS|66783|37.8801|-95.7289|2230|Engineer, broadcasting (operations)|1991-02-12|283261256410|adults_2550_male_rural.json|9632c72a92bf6beedc29e3e21a1786a8|2024-06-03|00:58:20|1717369100|shopping_net|79.93|0|fraud_Ruecker, Beer and Collier|38.073102|-95.479584
173-34-0686|377560033880475|Ricky|Williamson|M|27914 Jennifer Fort|Yates Center|KS|66783|37.8801|-95.7289|2230|Engineer, broadcasting (operations)|1991-02-12|283261256410|adults_2550_male_rural.json|07569f10e0972a079ddd4d84da433ec6|2024-06-12|07:35:02|1718170502|shopping_net|72.68|0|fraud_Schmidt and Sons|38.166690|-95.940626
