ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
490-48-1392|4012316114875679572|Frederick|Perry|M|785 Hall Stravenue|Cleveland|OH|44118|41.5008|-81.5516|769341|Teacher, special educational needs|2002-07-04|57439603099|young_adults_male_urban.json|493cf5a71c73d22d7f12a4fc6dfd9ac1|2024-02-03|01:44:55|1706921095|grocery_pos|15.32|1|fraud_Heidenreich PLC|42.073054|-81.580526
490-48-1392|4012316114875679572|Frederick|Perry|M|785 Hall Stravenue|Cleveland|OH|44118|41.5008|-81.5516|769341|Teacher, special educational needs|2002-07-04|57439603099|young_adults_male_urban.json|a2bd732e85f0c8b9f77816094e008232|2024-02-03|02:37:37|1706924257|misc_net|6.93|1|fraud_Kerluke, Kertzmann and Wiza|41.261815|-81.747207
490-48-1392|4012316114875679572|Frederick|Perry|M|785 Hall Stravenue|Cleveland|OH|44118|41.5008|-81.5516|769341|Teacher, special educational needs|2002-07-04|57439603099|young_adults_male_urban.json|8859b01d08ab6970cb4d13cb68716cf8|2024-02-03|01:37:31|1706920651|misc_net|305.11|1|fraud_Miller-Harris|41.921941|-81.143167
490-48-1392|4012316114875679572|Frederick|Perry|M|785 Hall Stravenue|Cleveland|OH|44118|41.5008|-81.5516|769341|Teacher, special educational needs|2002-07-04|57439603099|young_adults_male_urban.json|7fc21dabcbdc83ec0a935ee072372fb4|2024-02-03|01:44:53|1706921093|gas_transport|866.71|1|fraud_Emard Inc|42.264330|-81.991756
490-48-1392|4012316114875679572|Frederick|Perry|M|785 Hall Stravenue|Cleveland|OH|44118|41.5008|-81.5516|769341|Teacher, special educational needs|2002-07-04|57439603099|young_adults_male_urban.json|a36a0812e74784fae0ac5c930bb98bb0|2024-02-03|00:02:04|1706914924|gas_transport|853.76|1|fraud_Schaefer, McGlynn and Bosco|41.274635|-80.653338
490-48-1392|4012316114875679572|Frederick|Perry|M|785 Hall Stravenue|Cleveland|OH|44118|41.5008|-81.5516|769341|Teacher, special educational needs|2002-07-04|57439603099|young_adults_male_urban.json|b5ea8a6fdcf74954a0d706cf759bc824|2024-02-04|23:37:56|1707086276|shopping_net|780.99|1|fraud_Reichert, Huels and Hoppe|41.066362|-82.104683
490-48-1392|4012316114875679572|Frederick|Perry|M|785 Hall Stravenue|Cleveland|OH|44118|41.5008|-81.5516|769341|Teacher, special educational needs|2002-07-04|57439603099|young_adults_male_urban.json|7861398d2b02c9cdb215a9a1d6eeb25c|2024-02-04|23:45:37|1707086737|shopping_net|875.39|1|fraud_Heathcote LLC|40.695103|-82.292550
490-48-1392|4012316114875679572|Frederick|Perry|M|785 Hall Stravenue|Cleveland|OH|44118|41.5008|-81.5516|769341|Teacher, special educational needs|2002-07-04|57439603099|young_adults_male_urban.json|5ba514876ae18d550f3378c61c31a015|2024-02-04|23:52:41|1707087161|shopping_pos|1051.70|1|fraud_Baumbach, Hodkiewicz and Walsh|40.504183|-81.737745
490-48-1392|4012316114875679572|Frederick|Perry|M|785 Hall Stravenue|Cleveland|OH|44118|41.5008|-81.5516|769341|Teacher, special educational needs|2002-07-04|57439603099|young_adults_male_urban.json|566249e7966868008b160f8314f912d8|2024-02-04|22:42:12|1707082932|shopping_net|953.57|1|fraud_Heathcote, Yost and Kertzmann|41.312610|-81.548866
490-48-1392|4012316114875679572|Frederick|Perry|M|785 Hall Stravenue|Cleveland|OH|44118|41.5008|-81.5516|769341|Teacher, special educational needs|2002-07-04|57439603099|young_adults_male_urban.json|a4fb4a344913091ff47e30a85ae33bc8|2024-02-04|17:17:00|1707063420|shopping_net|994.75|1|fraud_Reichert, Huels and Hoppe|42.053846|-81.112367
