ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
822-52-4504|2349520912161679|David|Fletcher|M|040 Mclaughlin Rapid Apt. 699|Coulterville|CA|95311|37.7197|-120.1197|2197|Research scientist (medical)|1955-09-03|258774044225|adults_50up_male_rural.json|ed551fc4afb523e582539e798e287094|2024-01-06|02:06:53|1704503213|grocery_pos|18.89|1|fraud_McDermott-Weimann|38.527048|-119.633169
822-52-4504|2349520912161679|David|Fletcher|M|040 Mclaughlin Rapid Apt. 699|Coulterville|CA|95311|37.7197|-120.1197|2197|Research scientist (medical)|1955-09-03|258774044225|adults_50up_male_rural.json|9d53de7c2e4b594141edcdbfd4cc6aa1|2024-01-06|03:13:32|1704507212|grocery_pos|22.31|1|fraud_Kovacek, Dibbert and Ondricka|36.728619|-119.367293
822-52-4504|2349520912161679|David|Fletcher|M|040 Mclaughlin Rapid Apt. 699|Coulterville|CA|95311|37.7197|-120.1197|2197|Research scientist (medical)|1955-09-03|258774044225|adults_50up_male_rural.json|3ec9b26d15bfbe3310844ff6ffd8c6fc|2024-01-06|03:29:31|1704508171|gas_transport|301.43|1|fraud_Kuvalis Ltd|37.262834|-120.798774
822-52-4504|2349520912161679|David|Fletcher|M|040 Mclaughlin Rapid Apt. 699|Coulterville|CA|95311|37.7197|-120.1197|2197|Research scientist (medical)|1955-09-03|258774044225|adults_50up_male_rural.json|849a3fd18b24d3acdc58aca7449f3a47|2024-01-06|00:52:56|1704498776|gas_transport|334.00|1|fraud_Brekke and Sons|38.431882|-119.548003
822-52-4504|2349520912161679|David|Fletcher|M|040 Mclaughlin Rapid Apt. 699|Coulterville|CA|95311|37.7197|-120.1197|2197|Research scientist (medical)|1955-09-03|258774044225|adults_50up_male_rural.json|1727098e58ae0039427c73f7367a6910|2024-01-06|03:56:43|1704509803|grocery_pos|338.17|1|fraud_Koepp-Witting|38.025345|-120.514422
822-52-4504|2349520912161679|David|Fletcher|M|040 Mclaughlin Rapid Apt. 699|Coulterville|CA|95311|37.7197|-120.1197|2197|Research scientist (medical)|1955-09-03|258774044225|adults_50up_male_rural.json|455a9dce97b52e48f0f09c4fb8296781|2024-01-07|22:21:18|1704662478|shopping_net|668.71|1|fraud_Hills-Witting|38.364562|-119.366529
822-52-4504|2349520912161679|David|Fletcher|M|040 Mclaughlin Rapid Apt. 699|Coulterville|CA|95311|37.7197|-120.1197|2197|Research scientist (medical)|1955-09-03|258774044225|adults_50up_male_rural.json|cb3f420853b02b4fe150bff4b324f305|2024-01-07|22:55:16|1704664516|shopping_net|876.41|1|fraud_Reichert, Rowe and Mraz|37.802498|-120.281081
822-52-4504|2349520912161679|David|Fletcher|M|040 Mclaughlin Rapid Apt. 699|Coulterville|CA|95311|37.7197|-120.1197|2197|Research scientist (medical)|1955-09-03|258774044225|adults_50up_male_rural.json|beb26fa21d69ed10193090e3505b1cce|2024-01-06|22:28:46|1704576526|misc_net|912.50|1|fraud_Ruecker Group|37.323451|-120.177143
822-52-4504|2349520912161679|David|Fletcher|M|040 Mclaughlin Rapid Apt. 699|Coulterville|CA|95311|37.7197|-120.1197|2197|Research scientist (medical)|1955-09-03|258774044225|adults_50up_male_rural.json|cb128cdfdb746b932204d1bb19a73a19|2024-01-06|23:20:04|1704579604|misc_net|1021.97|1|fraud_Rohan, White and Aufderhar|38.713871|-119.354763
822-52-4504|2349520912161679|David|Fletcher|M|040 Mclaughlin Rapid Apt. 699|Coulterville|CA|95311|37.7197|-120.1197|2197|Research scientist (medical)|1955-09-03|258774044225|adults_50up_male_rural.json|d5463645772ef84006bb2765d2f6fedd|2024-01-07|22:49:55|1704664195|shopping_pos|901.20|1|fraud_Dooley Inc|36.792303|-120.839810
